customer_id,customer_name,age,gender,city,signup_date,segment
C0896,Customer 896,29,Male,Mumbai,2024-10-21,Regular
C0897,Customer 897,41,Female,Bangalore,2024-06-17,Regular
C0898,Customer 898,24,Male,Bangalore,2024-05-21,Regular
C0899,Customer 899,58,Female,Chennai,2024-02-17,Regular
C0900,Customer 900,20,Male,Pune,2024-01-25,Regular
C0901,Customer 901,35,Male,Pune,2025-01-17,Premium
C0902,Customer 902,36,Male,Pune,2024-08-10,Regular
C0903,Customer 903,55,Female,Pune,2025-01-27,Regular
C0904,Customer 904,31,Female,Bangalore,2024-08-27,Regular
C0905,Customer 905,27,Female,Hyderabad,2024-05-29,New
C0906,Customer 906,31,Male,Bangalore,2024-03-06,Regular
C0907,Customer 907,43,Female,Delhi,2024-02-25,Regular
C0908,Customer 908,26,Male,Hyderabad,2025-04-26,Premium
C0909,Customer 909,25,Male,Pune,2025-01-13,Regular
C0910,Customer 910,21,Male,Delhi,2024-02-20,Regular
C0911,Customer 911,56,Male,Pune,2024-06-30,New
C0912,Customer 912,41,Female,Hyderabad,2025-04-21,Regular
C0913,Customer 913,60,Female,Hyderabad,2025-04-20,Regular
C0914,Customer 914,49,Female,Delhi,2025-01-07,Regular
C0915,Customer 915,56,Female,Delhi,2024-03-10,Regular
C0916,Customer 916,20,Male,Hyderabad,2024-09-20,Regular
C0917,Customer 917,52,Female,Chennai,2024-09-15,Premium
C0918,Customer 918,30,Female,Hyderabad,2024-01-20,Regular
C0919,Customer 919,39,Female,Hyderabad,2024-06-03,Premium
C0920,Customer 920,21,Female,Delhi,2024-07-15,Premium
C0921,Customer 921,28,Female,Mumbai,2024-10-07,Regular
C0922,Customer 922,21,Female,Pune,2024-03-18,Regular
C0923,Customer 923,52,Male,Delhi,2024-07-25,Regular
C0924,Customer 924,20,Female,Hyderabad,2025-02-13,Premium
C0925,Customer 925,43,Female,Bangalore,2024-12-28,Premium
C0926,Customer 926,20,Male,Delhi,2024-09-01,Regular
C0927,Customer 927,30,Female,Chennai,2024-04-10,Regular
C0928,Customer 928,45,Female,Pune,2025-05-15,Regular
C0929,Customer 929,27,Female,Mumbai,2025-03-28,New
C0930,Customer 930,53,Male,Pune,2024-06-01,Premium
C0931,Customer 931,23,Male,Chennai,2024-10-05,Regular
C0932,Customer 932,36,Male,Mumbai,2024-11-18,New
C0933,Customer 933,35,Female,Delhi,2024-01-20,Regular
C0934,Customer 934,47,Male,Pune,2025-04-03,New
C0935,Customer 935,45,Female,Delhi,2024-03-17,New
C0936,Customer 936,34,Female,Delhi,2025-02-20,Premium
C0937,Customer 937,27,Female,Pune,2025-01-08,Regular
C0938,Customer 938,27,Male,Chennai,2025-01-11,Regular
C0939,Customer 939,49,Male,Chennai,2024-01-24,Regular
C0940,Customer 940,23,Male,Chennai,2024-01-23,Regular
C0941,Customer 941,27,Female,Mumbai,2025-04-25,Regular
C0942,Customer 942,27,Female,Bangalore,2025-03-11,Premium
C0943,Customer 943,50,Male,Bangalore,2024-04-28,New
C0944,Customer 944,18,Male,Bangalore,2024-07-13,Regular
C0945,Customer 945,35,Female,Chennai,2025-03-31,Premium
C0946,Customer 946,18,Male,Hyderabad,2024-04-10,Premium
C0947,Customer 947,32,Male,Hyderabad,2024-03-03,Premium
C0948,Customer 948,42,Male,Hyderabad,2025-02-05,Regular
C0949,Customer 949,22,Female,Delhi,2024-06-25,Premium
C0950,Customer 950,33,Female,Delhi,2025-02-24,Premium
C0951,Customer 951,36,Female,Bangalore,2024-06-07,New
C0952,Customer 952,26,Male,Delhi,2025-03-16,Regular
C0953,Customer 953,34,Female,Bangalore,2024-07-24,Regular
C0954,Customer 954,48,Female,Hyderabad,2025-02-13,New
C0955,Customer 955,26,Female,Mumbai,2024-07-09,Regular
C0956,Customer 956,45,Female,Bangalore,2024-03-11,Regular
C0957,Customer 957,52,Female,Bangalore,2024-05-03,New
C0958,Customer 958,37,Male,Bangalore,2024-01-03,Premium
C0959,Customer 959,33,Male,Hyderabad,2024-12-25,Premium
C0960,Customer 960,25,Male,Mumbai,2024-08-18,Regular
C0961,Customer 961,56,Male,Chennai,2024-01-29,Premium
C0962,Customer 962,44,Female,Bangalore,2024-05-31,Regular
C0963,Customer 963,48,Male,Mumbai,2024-11-12,New
C0964,Customer 964,28,Female,Pune,2024-09-15,Premium
C0965,Customer 965,29,Male,Mumbai,2025-02-09,Regular
C0966,Customer 966,40,Female,Chennai,2024-01-24,New
C0967,Customer 967,28,Male,Bangalore,2024-02-16,New
C0968,Customer 968,39,Male,Mumbai,2025-03-20,Premium
C0969,Customer 969,31,Female,Pune,2024-04-01,New
C0970,Customer 970,40,Female,Hyderabad,2024-03-12,New
C0971,Customer 971,25,Female,Hyderabad,2024-09-15,New
C0972,Customer 972,49,Male,Hyderabad,2025-04-20,Regular
C0973,Customer 973,28,Male,Delhi,2024-02-16,New
C0974,Customer 974,19,Male,Hyderabad,2024-07-05,New
C0975,Customer 975,39,Female,Pune,2024-10-26,New
C0976,Customer 976,22,Female,Hyderabad,2024-06-18,Premium
C0977,Customer 977,32,Male,Hyderabad,2025-05-05,Regular
C0978,Customer 978,33,Male,Hyderabad,2025-03-01,Premium
C0979,Customer 979,51,Male,Mumbai,2024-03-28,Regular
C0980,Customer 980,58,Female,Mumbai,2025-03-14,Regular
C0981,Customer 981,46,Female,Mumbai,2024-05-09,Regular
C0982,Customer 982,49,Male,Hyderabad,2024-09-22,Regular
C0983,Customer 983,34,Male,Pune,2024-09-15,New
C0984,Customer 984,40,Male,Chennai,2025-01-02,Regular
C0985,Customer 985,58,Female,Pune,2024-11-12,Premium
C0986,Customer 986,23,Male,Bangalore,2024-06-16,Regular
C0987,Customer 987,50,Male,Delhi,2024-02-01,Regular
C0988,Customer 988,20,Male,Chennai,2024-05-17,Regular
C0989,Customer 989,34,Male,Bangalore,2024-04-14,Premium
C0990,Customer 990,44,Female,Hyderabad,2024-05-02,Regular
C0991,Customer 991,59,Female,Pune,2025-05-13,Regular
C0992,Customer 992,45,Female,Delhi,2025-02-13,New
C0993,Customer 993,26,Female,Mumbai,2024-12-04,Regular
C0994,Customer 994,28,Male,Mumbai,2025-04-15,Regular
C0995,Customer 995,38,Male,Bangalore,2025-01-27,New
C0996,Customer 996,58,Female,Pune,2025-02-28,Regular
C0997,Customer 997,55,Male,Chennai,2024-10-13,Premium
C0998,Customer 998,43,Male,Bangalore,2024-11-06,New
C0999,Customer 999,29,Female,Chennai,2024-10-19,New
C1000,Customer 1000,24,Male,Chennai,2025-05-13,Regular
