customer_id,last_purchase_date,total_orders,total_spend,avg_delivery_delay_days,support_tickets,churn_status
C0962,2025-10-25,8,13861.449999999999,5.75,2,Active
C0963,2026-03-07,8,15938.43,4.875,0,Active
C0964,2026-03-12,1,1769.5,3.0,1,Active
C0965,2026-01-11,3,6239.12,3.0,3,Active
C0966,2025-07-10,7,21966.43,4.714285714285714,3,Churned
C0967,2025-04-28,7,15078.68,5.428571428571429,2,Churned
C0968,2026-07-28,5,12297.92,3.2,2,Active
C0969,2024-04-27,1,1998.36,4.0,1,Churned
C0970,2025-04-12,3,5775.92,2.6666666666666665,4,Churned
C0971,2026-03-10,7,20757.58,3.142857142857143,4,Active
C0972,2026-07-25,5,14747.13,5.2,4,Active
C0973,2025-04-29,1,4497.88,7.0,2,Churned
C0974,2025-12-21,6,11259.24,5.166666666666667,1,Active
C0975,2025-02-02,1,2522.91,3.0,4,Churned
C0976,2024-10-29,1,4444.69,4.0,2,Churned
C0977,2026-11-01,8,22344.71,4.875,4,Active
C0978,2025-11-18,3,9484.95,5.333333333333333,0,Active
C0979,2025-04-06,4,9224.55,5.75,1,Churned
C0980,2026-03-25,2,5088.01,4.5,1,Active
C0981,2025-08-28,8,18888.16,3.625,0,Churned
C0982,2025-10-08,6,8890.66,5.166666666666667,4,Active
C0983,2026-01-16,2,1876.5499999999997,6.5,3,Active
C0984,2026-07-05,6,13634.51,4.0,2,Active
C0985,2026-01-16,1,1215.1,5.0,0,Active
C0986,2025-11-11,2,6188.04,4.0,2,Active
C0987,2025-06-24,7,10486.52,5.428571428571429,4,Churned
C0988,2025-04-10,5,10430.9,5.4,3,Churned
C0989,2025-10-05,8,23582.56,4.5,1,Active
C0990,2025-10-01,5,9424.85,3.6,1,Churned
C0991,2026-09-01,1,309.62,7.0,4,Active
C0992,2026-01-07,2,3950.1000000000004,4.5,0,Active
C0993,2025-06-01,1,2999.04,1.0,4,Churned
C0994,2026-05-04,4,14438.5,5.75,2,Active
C0995,2026-02-06,5,16764.36,4.2,0,Active
C0996,2026-08-16,7,21048.74,3.2857142857142856,2,Active
C0997,2025-12-18,4,13415.75,4.5,0,Active
C0998,2026-01-20,3,9127.869999999999,7.666666666666667,2,Active
C0999,2025-12-26,2,3547.87,2.5,4,Active
C1000,2026-06-15,7,15289.34,4.0,3,Active
